   146/399     8.16G   0.02841  0.008221         0   0.03663        18       768         1   0.02326    0.1587   0.03589   0.05803  0.004495         0
   147/399     8.16G   0.03096  0.008047         0   0.03901        18       768         0         0    0.1549    0.0476   0.05459  0.004722         0
   148/399     8.16G   0.03232  0.008382         0    0.0407        18       768         0         0    0.1442   0.03942   0.05573  0.004819         0
   149/399     8.16G   0.02846  0.008196         0   0.03666        18       768         1   0.02326    0.1704   0.04547   0.05508   0.00495         0
   150/399     8.16G   0.03163  0.008196         0   0.03983        18       768         1   0.02326    0.1683   0.04872   0.05611  0.004675         0
   151/399     8.16G   0.02891  0.008106         0   0.03702        18       768         0         0    0.1298   0.03817   0.05422  0.004817         0
   152/399     8.16G   0.02869  0.008098         0   0.03679        17       768         0         0    0.1279   0.03512   0.05506  0.004825         0
   153/399     8.16G   0.03375  0.008164         0   0.04192        18       768         0         0    0.1214   0.03065   0.05545   0.00471         0
   154/399     8.16G   0.02955  0.007891         0   0.03744        18       768         0         0    0.1257   0.03325   0.05635  0.004594         0
   155/399     8.16G   0.02876  0.007689         0   0.03645        18       768         0         0     0.136    0.0335   0.05497  0.004813         0
   156/399     8.16G   0.03381  0.007992         0   0.04181        18       768         0         0    0.1317   0.03149   0.05454  0.004956         0
   157/399     8.16G   0.02806  0.008061         0   0.03612        18       768         0         0    0.1221   0.02858   0.05716  0.004853         0
   158/399     8.16G   0.03202  0.007829         0   0.03985        18       768         0         0    0.1315   0.03449   0.05811  0.004795         0
   159/399     8.16G    0.0296  0.008361         0   0.03796        18       768         0         0    0.1365   0.03981   0.06229  0.004733         0
   160/399     8.16G   0.02673  0.007809         0   0.03454        18       768         1   0.02326    0.1568   0.05297   0.06324    0.0046         0
   161/399     8.16G   0.03123  0.008209         0   0.03944        18       768         1   0.02326     0.156   0.05437   0.06259  0.004531         0
   162/399     8.16G    0.0303  0.007982         0   0.03828        17       768         1   0.02326    0.1685    0.0548   0.06171  0.004486         0
   163/399     8.16G   0.02718  0.008261         0   0.03544        18       768         0         0    0.1457   0.04152     0.062  0.004556         0
   164/399     8.16G   0.03212  0.008039         0   0.04015        18       768         0         0    0.1367   0.04229   0.06321  0.004463         0
   165/399     8.16G   0.02879  0.008018         0   0.03681        18       768         0         0    0.2717   0.08008    0.0603  0.004285         0
   166/399     8.16G    0.0263  0.007759         0   0.03406        18       768         0         0     0.185   0.05593   0.05965  0.004098         0
   167/399     8.16G    0.0259  0.007785         0   0.03369        18       768         1   0.02326    0.1752   0.06118   0.05999  0.004132         0
   168/399     8.16G   0.02621  0.007945         0   0.03415        18       768         0         0    0.1436   0.04025   0.05932  0.004329         0
   169/399     8.16G   0.02804  0.007976         0   0.03602        18       768         0         0    0.1421   0.03869   0.06033  0.004415         0
   170/399     8.16G   0.03171  0.008308         0   0.04002        18       768         0         0    0.1833   0.04951   0.06005  0.004413         0
   171/399     8.16G   0.02503  0.008132         0   0.03316        18       768         1   0.02326    0.2024   0.06314   0.05956  0.004453         0
   172/399     8.16G   0.02829  0.007626         0   0.03591        18       768         0         0    0.1418   0.04732   0.06097  0.004509         0
   173/399     8.16G   0.02557   0.00769         0   0.03326        18       768         0         0    0.1459   0.03598   0.06196  0.004481         0
   174/399     8.16G   0.02686  0.007857         0   0.03472        18       768         0         0    0.2374   0.05188   0.06105   0.00429         0
   175/399     8.16G   0.02506  0.007736         0   0.03279        17       768         0         0     0.219   0.06314     0.061  0.004225         0
   176/399     8.16G   0.02964  0.007747         0   0.03738        18       768         1   0.02326    0.2791   0.07056   0.05896  0.004234         0
   177/399     8.16G   0.02555  0.007624         0   0.03318        18       768         0         0    0.2118   0.06351   0.06169  0.004194         0
   178/399     8.16G   0.02475  0.007724         0   0.03247        18       768         0         0    0.1911   0.05913    0.0615  0.004166         0
   179/399     8.16G   0.02952  0.007809         0   0.03733        18       768         0         0    0.1489   0.05401   0.06096   0.00419         0
   180/399     8.16G   0.02485  0.007574         0   0.03242        17       768         0         0    0.0945   0.02743   0.06449  0.004197         0
   181/399     8.16G    0.0238  0.007985         0   0.03179        18       768         0         0    0.1734   0.05347   0.06354  0.004202         0
   182/399     8.16G   0.02851  0.007884         0    0.0364        18       768         0         0    0.1462   0.04927    0.0632  0.004201         0
   183/399     8.16G    0.0233  0.007637         0   0.03094        18       768         0         0    0.1501     0.038   0.06452  0.004226         0
   184/399     8.16G   0.02532  0.007426         0   0.03275        18       768         0         0    0.1238   0.03473   0.06609  0.004256         0
   185/399     8.16G   0.02651  0.008053         0   0.03456        18       768         0         0    0.1327   0.03923   0.06388  0.004271         0
   186/399     8.16G   0.02368  0.007738         0   0.03142        18       768         1   0.02326    0.1687   0.04868   0.06196  0.004276         0
   187/399     8.16G   0.02638  0.007813         0    0.0342        18       768         1   0.02326    0.1879   0.04491   0.05969  0.004544         0
   188/399     8.16G   0.02632  0.007476         0   0.03379        18       768         0         0     0.175   0.04698   0.05768   0.00441         0
   189/399     8.16G   0.02415  0.007917         0   0.03207        18       768         0         0    0.1638   0.05095   0.05894  0.004372         0
   190/399     8.16G    0.0246  0.007535         0   0.03214        18       768         0         0    0.1315   0.04567   0.06146  0.004419         0
   191/399     8.16G   0.02572  0.007686         0    0.0334        18       768         0         0    0.1019   0.03682   0.06172  0.004421         0
   192/399     8.16G   0.02742  0.007483         0    0.0349        17       768         0         0   0.07505   0.03178   0.06159   0.00446         0
   193/399     8.16G   0.02871  0.007624         0   0.03633        17       768    0.9632   0.04651    0.1596   0.05136   0.05822  0.004856         0
   194/399     8.16G   0.02276  0.007564         0   0.03032        18       768    0.6235   0.04651    0.1595   0.04252   0.05805   0.00492         0
   195/399     8.16G     0.025  0.007567         0   0.03257        18       768         0         0    0.1347   0.04421   0.05955  0.004542         0
   196/399     8.16G   0.02284  0.007157         0      0.03        18       768         0         0   0.09227   0.03423   0.05961  0.004684         0
   197/399     8.16G   0.02689  0.007446         0   0.03434        18       768         0         0    0.1056   0.03815   0.06011  0.004546         0
   198/399     8.16G   0.02271   0.00775         0   0.03046        18       768    0.7413   0.02326    0.1957   0.05202   0.06145  0.004698         0
   199/399     8.16G   0.02463  0.007388         0   0.03201        18       768         0         0     0.123   0.03342   0.06186  0.004437         0
   200/399     8.16G   0.02274  0.007281         0   0.03002        18       768         1   0.02326     0.168    0.0537   0.06161  0.004344         0
   201/399     8.16G   0.02209  0.007345         0   0.02944        18       768         1   0.02326    0.1876    0.0567   0.06173  0.004375         0
   202/399     8.16G   0.02296  0.007074         0   0.03003        18       768         1   0.03108     0.214   0.08497   0.06024  0.004555         0
   203/399     8.16G   0.02309   0.00736         0   0.03045        18       768         0         0    0.1964   0.07419    0.0618  0.004614         0
   204/399     8.16G   0.02623  0.007686         0   0.03391        18       768    0.5946   0.03646    0.1823   0.07362   0.06219  0.004992         0
   205/399     8.16G   0.02206  0.007193         0   0.02925        18       768    0.3163   0.02207    0.1184   0.04049   0.06114    0.0055         0
   206/399     8.16G   0.02505   0.00704         0   0.03209        18       768    0.5359   0.05487    0.1802   0.06906    0.0597  0.005057         0
   207/399     8.16G   0.02631  0.007132         0   0.03344        18       768    0.5503   0.05822    0.2698    0.0889   0.05962  0.004816         0
   208/399     8.16G   0.02173  0.007066         0    0.0288        17       768    0.6545   0.06977    0.2685   0.09605    0.0584  0.004766         0
   209/399     8.16G   0.02391  0.007291         0    0.0312        18       768    0.4214   0.02326    0.1605   0.04819   0.06116  0.004651         0
   210/399     8.16G   0.02221  0.007096         0    0.0293        18       768    0.3423   0.02326    0.1014   0.03386   0.06051  0.004744         0
   211/399     8.16G   0.02074  0.007528         0   0.02827        18       768    0.5507   0.06977    0.2252   0.08097   0.05986  0.004357         0
   212/399     8.16G   0.02524  0.007337         0   0.03258        17       768         1   0.02326    0.1949   0.06756    0.0615  0.004352         0
   213/399     8.16G   0.02214  0.007448         0   0.02958        18       768    0.4929   0.02326    0.1435   0.05287    0.0613    0.0045         0
   214/399     8.16G   0.02335  0.006999         0   0.03035        17       768    0.7851    0.0861    0.2296   0.08629   0.06045  0.004471         0
   215/399     8.16G   0.02213  0.007072         0   0.02921        18       768         1   0.02326    0.1925   0.06315   0.06091  0.004721         0
   216/399     8.16G   0.02175  0.007125         0   0.02887        18       768    0.8478   0.02326    0.2089   0.06667   0.06006  0.004825         0
   217/399     8.16G   0.02448  0.006683         0   0.03117        18       768         0         0    0.1717   0.04948   0.05967  0.005129         0
   218/399     8.16G   0.02821  0.006678         0   0.03488        18       768         0         0    0.1288   0.04028   0.05971  0.005093         0
   219/399     8.16G   0.02092  0.006789         0   0.02771        17       768         0         0     0.149    0.0494   0.06005  0.004786         0
   220/399     8.16G   0.02145  0.006757         0   0.02821        18       768    0.2442   0.02326    0.1361   0.04654    0.0601  0.004859         0
   221/399     8.16G   0.02094  0.006976         0   0.02792        18       768    0.2202   0.06594    0.1794   0.04741   0.06084  0.004579         0
   222/399     8.16G    0.0232  0.006861         0   0.03006        18       768    0.1547   0.02326    0.1511   0.04492   0.06239  0.004554         0
   223/399     8.16G   0.02154  0.006833         0   0.02837        18       768    0.1757   0.04651    0.1156   0.03393   0.06168  0.004627         0
   224/399     8.16G   0.02178  0.006985         0   0.02876        18       768    0.3076   0.08315    0.1608   0.04492   0.06416  0.004489         0
   225/399     8.16G   0.02607  0.006932         0     0.033        18       768    0.2905   0.04651    0.1905   0.06214   0.06284  0.004564         0
   226/399     8.16G    0.0221  0.006812         0   0.02891        17       768    0.5916    0.1351     0.252   0.08063   0.06072  0.005071         0
   227/399     8.16G   0.01915  0.006471         0   0.02562        18       768    0.3928   0.02326    0.1542   0.05275   0.06185  0.004989         0
   228/399     8.16G   0.02361  0.006693         0    0.0303        18       768    0.5591   0.03151    0.1446   0.06139   0.06041  0.005082         0
   229/399     8.16G    0.0246  0.006891         0    0.0315        18       768    0.3651    0.1395    0.2297   0.08159    0.0576   0.00495         0
   230/399     8.16G   0.02131  0.006692         0     0.028        18       768    0.4328    0.1163    0.2528   0.07381   0.05736  0.004762         0
   231/399     8.16G   0.02014  0.006655         0   0.02679        17       768    0.3931   0.09302    0.2343   0.06613   0.05774    0.0048         0
   232/399     8.16G   0.01946  0.006638         0   0.02609        17       768    0.4786    0.1286    0.1782   0.05971   0.05867  0.005002         0
   233/399     8.16G   0.01987  0.006606         0   0.02647        18       768    0.3224    0.1163    0.2146   0.07783   0.05908  0.004919         0
